0.7153,-0.0913,0.8005
0.7024,-0.0728,0.8086
0.7048,-0.0627,0.7854
0.7178,-0.0732,0.7766
0.7209,-0.0842,0.7954
0.7170,-0.0886,0.7859
0.7046,-0.0952,0.7903
0.6895,-0.0806,0.7937
0.6790,-0.0654,0.8098
0.6707,-0.0469,0.8359
0.6572,-0.0232,0.8398
0.6448,0.0081,0.8132
0.6382,0.0330,0.7878
0.6335,0.0386,0.7773
0.6248,0.0283,0.8062
0.6108,0.0142,0.8823
0.6023,0.0103,0.9150
0.6042,0.0193,0.8767
0.6072,0.0378,0.8499
0.6082,0.0564,0.8367
0.6128,0.0703,0.8074
0.6248,0.0767,0.7961
0.6360,0.0691,0.8123
0.6450,0.0544,0.8289
0.6475,0.0281,0.8369
0.6501,0.0063,0.8340
0.6577,0.0032,0.8354
0.6565,0.0044,0.8562
0.6516,0.0078,0.8469
0.6497,0.0188,0.8176
0.6440,0.0359,0.8425
0.6343,0.0481,0.8789
0.6289,0.0547,0.8596
0.6272,0.0618,0.8364
0.6191,0.0671,0.8594
0.6255,0.0710,0.8264
0.6375,0.0610,0.7537
0.6338,0.0081,0.8516
0.6484,-0.0295,0.9119
0.6558,-0.0276,0.8569
0.6382,-0.0251,0.8503
0.6304,-0.0200,0.8398
0.6294,-0.0205,0.8496
0.6777,-0.1477,0.8770
0.6975,-0.1611,0.8740
0.6516,-0.1582,0.8071
0.5811,-0.3726,0.7839
0.5962,-0.3694,0.8499
0.7117,-0.2195,0.8997
0.7480,-0.1677,0.9673
0.7168,-0.1089,1.0146
0.4609,-0.0615,0.9255
0.3352,-0.1279,0.8879
0.1379,-0.1179,0.8462
0.4297,0.0225,0.7344
0.7588,0.0347,0.8579
0.5164,-0.1572,1.0623
0.4224,-0.4561,1.0308
0.3850,-0.6533,0.8469
0.2734,-0.6006,0.8472
0.2400,-0.4497,1.0203
0.2666,-0.3308,1.0869
0.2971,-0.4155,0.9932
0.2847,-0.4734,0.8865
0.3176,-0.4626,0.8291
0.3945,-0.4648,0.7874
0.3875,-0.3003,0.8923
0.3542,-0.2258,0.9893
0.3743,-0.3345,0.9473
0.4287,-0.4536,0.8801
0.4470,-0.4607,0.8738
0.4136,-0.3228,0.9141
0.3784,-0.1746,0.8953
0.3870,-0.0686,0.8188
0.4487,0.0527,0.7813
0.4390,0.0166,0.8594
0.4248,-0.1482,0.9526
0.4409,-0.2393,0.9456
0.4463,-0.2639,0.9146
0.4661,-0.2114,0.8816
0.4678,-0.1619,0.8564
0.4788,-0.1179,0.8589
0.4880,-0.0205,0.8860
0.4756,0.1145,0.9182
0.4712,0.1619,0.9248
0.4927,0.0781,0.8879
0.5017,-0.0342,0.8416
0.4724,-0.0330,0.8459
0.4326,-0.0115,0.8794
0.4463,-0.0227,0.8999
0.4563,0.0146,0.9355
0.4360,0.1279,0.9675
0.4194,0.2319,0.9875
0.3975,0.1897,1.0188
0.3992,0.1604,1.0286
0.3572,0.1497,1.0313
0.2717,-0.2971,0.9436
0.3389,-0.4800,0.9626
0.4028,-0.4680,0.9663
0.3462,-0.3206,0.9407
0.3027,-0.2593,0.9717
0.2346,-0.2605,0.9805
0.2178,-0.1919,0.9072
0.2993,-0.0872,0.8682
0.2710,-0.1257,0.9771
0.2158,-0.2463,1.0759
0.1809,-0.1851,1.0615
0.0913,-0.1106,1.0503
0.1387,-0.0547,1.0303
0.2769,0.0039,1.0078
0.2668,-0.0095,0.9805
0.2458,-0.0046,0.9543
0.2727,0.0383,0.9773
0.2478,0.0239,0.9939
0.2249,0.0313,0.9751
0.2288,0.0540,0.9448
0.1418,-0.0237,0.8347
0.0469,-0.0298,0.8438
0.0859,0.1096,0.9817
0.1184,0.1545,1.0249
0.0881,0.1182,1.0322
0.0557,0.0955,1.0271
0.0537,0.0811,1.0383
0.0642,0.0754,1.0588
0.0537,0.0713,1.0513
0.0454,0.0637,1.0510
0.0251,0.0396,1.0625
0.0408,0.0381,1.0613
0.0635,0.0459,1.0693
0.0466,0.0452,1.0703
0.0598,0.0820,1.0608
0.0679,0.0874,1.0664
0.0549,0.0652,1.0737
0.0527,0.0576,1.0725
0.0369,0.0444,1.0625
0.0496,0.0244,1.0574
0.0762,0.0171,1.0552
0.0500,0.0442,1.0522
0.0317,0.0652,1.0479
0.0378,0.0674,1.0393
0.0447,0.0730,1.0374
0.0420,0.0669,1.0215
0.0391,0.0630,1.0186
0.0393,0.0588,1.0225
0.0461,0.0593,1.0195
0.0483,0.0583,1.0225
0.0435,0.0542,1.0242
0.0410,0.0591,1.0137
0.0403,0.0637,1.0117
0.0452,0.0613,1.0171
0.0498,0.0605,1.0151
0.0483,0.0640,1.0242
0.0471,0.0654,1.0229
0.0437,0.0618,1.0081
0.0410,0.0583,1.0100
0.0483,0.0571,1.0093
0.0547,0.0542,1.0002
0.0549,0.0503,1.0007
0.0520,0.0537,1.0063
0.0479,0.0610,1.0100
0.0498,0.0588,1.0088
0.0518,0.0496,1.0037
0.0579,0.0464,1.0046
0.0596,0.0510,1.0103
0.0481,0.0637,1.0063
0.0369,0.0647,0.9978
0.0393,0.0525,1.0078
0.0452,0.0452,1.0205
0.0378,0.0435,1.0237
0.0364,0.0449,1.0410
0.0449,0.0549,1.0542
0.0344,0.0708,1.0278
0.0276,0.0566,1.0183
0.0332,0.0393,1.0522
0.0356,0.0466,1.0603
0.0369,0.0508,1.0569
0.0337,0.0571,1.0835
0.0369,0.0669,1.1072
0.0352,0.0718,1.0920
0.0271,0.0713,1.0840
0.0327,0.0630,1.0896
0.0432,0.0562,1.0764
0.0432,0.0525,1.0771
0.0559,0.0454,1.0508
0.0583,0.0447,1.0237
0.0486,0.0542,1.0427
0.0486,0.0530,1.0505
0.0461,0.0432,1.0234
0.0381,0.0352,1.0134
0.0374,0.0386,1.0217
0.0339,0.0439,0.9858
0.0300,0.0515,0.9683
0.0327,0.0549,0.9922
0.0371,0.0525,1.0056
0.0420,0.0618,1.0149
0.0398,0.0620,0.9993
0.0347,0.0598,0.9937
0.0303,0.0681,1.0271
0.0286,0.0596,1.0361
0.0413,0.0554,1.0178
0.0457,0.0635,1.0151
0.0400,0.0671,1.0164
0.0334,0.0593,1.0295
0.0259,0.0559,1.0386
0.0298,0.0627,1.0281
0.0369,0.0630,1.0447
0.0408,0.0649,1.0601
0.0388,0.0659,1.0349
0.0378,0.0564,1.0164
0.0337,0.0481,1.0354
0.0300,0.0425,1.0591
0.0444,0.0388,1.0488
0.0493,0.0369,1.0298
0.0449,0.0400,1.0220
0.0383,0.0432,1.0161
0.0337,0.0439,1.0110
0.0374,0.0427,0.9993
0.0391,0.0349,1.0037
0.0361,0.0229,1.0276
0.0300,0.0217,1.0310
0.0281,0.0381,1.0044
0.0234,0.0479,1.0005
0.0193,0.0454,1.0205
0.0278,0.0469,1.0200
0.0320,0.0537,1.0186
0.0249,0.0552,1.0259
0.0237,0.0537,1.0359
0.0308,0.0562,1.0466
0.0295,0.0642,1.0474
0.0288,0.0681,1.0520
0.0391,0.0671,1.0522
0.0415,0.0786,1.0413
0.0400,0.0791,1.0452
0.0371,0.0715,1.0588
0.0386,0.0664,1.0588
0.0420,0.0613,1.0584
0.0408,0.0540,1.0718
0.0386,0.0488,1.0691
0.0364,0.0481,1.0432
0.0313,0.0417,1.0400
0.0300,0.0339,1.0503
0.0410,0.0288,1.0432
0.0420,0.0291,1.0359
0.0342,0.0310,1.0339
0.0376,0.0298,1.0278
0.0366,0.0334,1.0210
0.0410,0.0334,1.0251
0.0520,0.0271,1.0212
0.0459,0.0317,1.0056
0.0371,0.0432,1.0034
0.0322,0.0471,1.0122
0.0234,0.0474,1.0181
0.0254,0.0515,1.0134
0.0337,0.0547,1.0100
0.0332,0.0544,1.0242
0.0356,0.0522,1.0247
0.0339,0.0576,0.9985
0.0269,0.0654,0.9900
0.0339,0.0635,1.0117
0.0447,0.0571,1.0325
0.0459,0.0532,1.0371
0.0432,0.0535,1.0339
0.0383,0.0535,1.0403
0.0361,0.0540,1.0317
0.0383,0.0583,1.0088
0.0415,0.0623,1.0056
0.0442,0.0615,1.0154
0.0420,0.0574,1.0234
0.0364,0.0520,1.0242
0.0308,0.0527,1.0190
0.0298,0.0557,1.0229
0.0342,0.0518,1.0291
0.0386,0.0476,1.0154
0.0408,0.0483,1.0095
0.0381,0.0498,1.0151
0.0339,0.0581,1.0024
0.0410,0.0579,1.0027
0.0422,0.0562,1.0039
0.0400,0.0593,1.0168
0.0364,0.0608,1.0251
0.0300,0.0625,1.0281
0.0317,0.0593,1.0371
0.0344,0.0625,1.0364
0.0356,0.0691,1.0295
0.0386,0.0642,1.0244
0.0337,0.0637,1.0291
0.0305,0.0654,1.0408
0.0342,0.0645,1.0547
0.0396,0.0671,1.0608
0.0415,0.0625,1.0552
0.0405,0.0583,1.0569
0.0388,0.0613,1.0593
0.0369,0.0632,1.0510
0.0435,0.0649,1.0383
0.0486,0.0647,1.0339
0.0518,0.0642,1.0427
0.0569,0.0657,1.0449
0.0535,0.0688,1.0293
0.0488,0.0652,1.0156
0.0503,0.0488,1.0088
0.0496,0.0442,1.0110
0.0474,0.0449,1.0129
0.0505,0.0413,0.9988
0.0469,0.0435,0.9939
0.0405,0.0461,1.0007
0.0369,0.0469,0.9910
0.0317,0.0413,0.9795
0.0344,0.0393,0.9834
0.0422,0.0425,0.9868
0.0427,0.0435,0.9890
0.0420,0.0435,0.9807
0.0413,0.0500,0.9763
0.0398,0.0542,0.9976
0.0410,0.0493,1.0105
0.0449,0.0498,1.0127
0.0459,0.0530,1.0183
0.0386,0.0535,1.0261
0.0349,0.0518,1.0352
0.0325,0.0520,1.0317
0.0325,0.0532,1.0327
0.0400,0.0525,1.0479
0.0410,0.0540,1.0500
0.0391,0.0530,1.0579
0.0383,0.0581,1.0652
0.0447,0.0623,1.0584
0.0476,0.0586,1.0527
0.0449,0.0559,1.0540
0.0464,0.0537,1.0559
0.0483,0.0525,1.0547
0.0439,0.0535,1.0518
0.0396,0.0527,1.0481
0.0461,0.0535,1.0408
0.0479,0.0566,1.0342
0.0447,0.0571,1.0308
0.0493,0.0574,1.0210
0.0486,0.0601,1.0098
0.0432,0.0642,1.0046
0.0469,0.0645,1.0093
0.0483,0.0627,1.0181
0.0435,0.0608,1.0156
0.0447,0.0623,1.0100
0.0417,0.0630,1.0156
0.0349,0.0591,1.0217
0.0366,0.0618,1.0142
0.0391,0.0637,1.0129
0.0398,0.0588,1.0215
0.0400,0.0569,1.0271
0.0378,0.0557,1.0322
0.0369,0.0515,1.0386
0.0359,0.0500,1.0381
0.0381,0.0479,1.0291
0.0420,0.0457,1.0305
0.0447,0.0427,1.0366
0.0447,0.0417,1.0295
0.0447,0.0483,1.0188
0.0469,0.0510,1.0183
0.0530,0.0508,1.0212
0.0537,0.0540,1.0159
0.0479,0.0544,1.0132
0.0439,0.0493,1.0203
0.0513,0.0769,1.0203
0.0610,0.0864,1.0049
0.0503,0.0503,0.9983
0.0425,0.0400,1.0022
0.0449,0.0469,1.0022
0.0452,0.0491,0.9976
0.0388,0.0588,1.0132
0.0376,0.0540,1.0193
0.0376,0.0476,1.0229
0.0352,0.0493,1.0261
0.0383,0.0518,1.0315
0.0398,0.0530,1.0300
0.0435,0.0569,1.0256
0.0447,0.0564,1.0300
0.0425,0.0471,1.0483
0.0469,0.0398,1.0562
0.0457,0.0452,1.0518
0.0422,0.0476,1.0637
0.0493,0.0547,1.0696
0.0498,0.0640,1.0630
0.0498,0.0591,1.0496
0.0515,0.0542,1.0481
0.0522,0.0566,1.0615
0.0544,0.0598,1.0562
0.0500,0.0586,1.0491
0.0481,0.0623,1.0503
0.0488,0.0649,1.0510
0.0513,0.0608,1.0515
0.0520,0.0537,1.0435
0.0469,0.0530,1.0388
0.0454,0.0596,1.0439
0.0464,0.0640,1.0400
0.0464,0.0674,1.0286
0.0493,0.0625,1.0181
0.0525,0.0552,1.0107
0.0535,0.0554,1.0110
0.0557,0.0535,1.0112
0.0579,0.0540,0.9971
0.0547,0.0613,0.9785
0.0503,0.0667,0.9812
0.0552,0.0674,0.9856
0.0601,0.0630,0.9763
0.0549,0.0605,0.9819
0.0498,0.0601,0.9951
0.0493,0.0605,0.9885
0.0464,0.0681,0.9690
0.0405,0.0781,0.9688
0.0393,0.0767,0.9915
0.0410,0.0754,0.9968
0.0417,0.0815,0.9919
0.0410,0.0791,1.0024
0.0403,0.0803,1.0173
0.0376,0.0774,1.0186
0.0400,0.0679,1.0396
0.0486,0.0552,1.0625
0.0522,0.0652,1.0537
0.0505,0.0798,1.0400
0.0413,0.0796,1.0413
0.0376,0.0762,1.0596
0.0449,0.0728,1.0625
0.0532,0.0603,1.0549
0.0530,0.0574,1.0564
0.0488,0.0610,1.0471
0.0491,0.0527,1.0361
0.0481,0.0457,1.0298
0.0488,0.0488,1.0303
0.0518,0.0493,1.0481
0.0557,0.0486,1.0410
0.0544,0.0540,1.0027
0.0466,0.0581,0.9944
0.0413,0.0623,1.0042
0.0415,0.0654,0.9993
0.0464,0.0625,1.0010
0.0437,0.0532,1.0093
0.0393,0.0522,1.0139
0.0410,0.0547,1.0054
0.0315,0.0623,0.9934
0.0288,0.0659,1.0103
0.0400,0.0557,1.0247
0.0417,0.0515,1.0227
0.0432,0.0552,1.0281
0.0447,0.0559,1.0356
0.0374,0.0508,1.0361
0.0374,0.0522,1.0276
0.0476,0.0527,1.0295
0.0527,0.0471,1.0466
0.0552,0.0493,1.0508
0.0557,0.0488,1.0457
0.0447,0.0449,1.0520
0.0430,0.0488,1.0596
0.0544,0.0459,1.0581
0.0566,0.0430,1.0540
0.0542,0.0422,1.0527
0.0532,0.0415,1.0505
0.0532,0.0522,1.0425
0.0559,0.0603,1.0232
0.0593,0.0623,1.0266
0.0637,0.0610,1.0286
0.0625,0.0652,1.0271
0.0583,0.0667,1.0315
0.0549,0.0613,1.0388
0.0505,0.0647,1.0359
0.0537,0.0632,1.0195
0.0557,0.0591,1.0127
0.0505,0.0625,1.0234
0.0493,0.0610,1.0271
0.0491,0.0591,1.0149
0.0510,0.0603,1.0066
0.0596,0.0591,1.0095
0.0630,0.0544,1.0034
0.0574,0.0530,0.9905
0.0601,0.0591,0.9846
0.0642,0.0671,0.9944
0.0603,0.0671,1.0020
0.0574,0.0608,1.0042
0.0564,0.0532,1.0098
0.0491,0.0415,1.0183
0.0449,0.0398,1.0132
0.0479,0.0535,0.9998
0.0476,0.0549,1.0142
0.0508,0.0452,1.0237
0.0554,0.0408,1.0054
0.0505,0.0447,1.0085
0.0461,0.0444,1.0454
0.0483,0.0437,1.0586
0.0496,0.0559,1.0425
0.0488,0.0593,1.0447
0.0486,0.0571,1.0559
0.0498,0.0552,1.0557
0.0542,0.0530,1.0427
0.0559,0.0518,1.0405
0.0581,0.0569,1.0393
0.0596,0.0586,1.0337
0.0549,0.0627,1.0356
0.0527,0.0630,1.0349
0.0576,0.0513,1.0403
0.0559,0.0476,1.0430
0.0510,0.0530,1.0381
0.0518,0.0591,1.0327
0.0496,0.0522,1.0322
0.0581,0.0566,1.0198
0.0537,0.0627,1.0176
0.0503,0.0596,1.0286
0.0513,0.0581,1.0273
0.0417,0.0574,1.0276
0.0383,0.0496,1.0374
0.0442,0.0474,1.0442
0.0483,0.0496,1.0481
0.0457,0.0454,1.0376
0.0444,0.0476,1.0264
0.0466,0.0608,1.0227
0.0488,0.0630,1.0293
0.0496,0.0581,1.0459
0.0537,0.0532,1.0474
0.0571,0.0483,1.0471
0.0579,0.0515,1.0586
0.0554,0.0574,1.0596
0.0515,0.0591,1.0415
0.0544,0.0618,1.0237
0.0586,0.0588,1.0232
0.0586,0.0605,1.0283
0.0613,0.0664,1.0254
0.0591,0.0698,1.0205
0.0525,0.0745,1.0242
0.0498,0.0701,1.0322
0.0491,0.0640,1.0293
0.0513,0.0632,1.0200
0.0508,0.0613,1.0212
0.0515,0.0654,1.0183
0.0505,0.0752,0.9998
0.0476,0.0781,0.9915
0.0525,0.0742,0.9963
0.0586,0.0706,1.0010
0.0579,0.0681,1.0105
0.0527,0.0620,1.0215
0.0486,0.0615,1.0234
0.0488,0.0645,1.0249
0.0522,0.0659,1.0251
0.0518,0.0688,1.0190
0.0481,0.0728,1.0178
0.0427,0.0720,1.0234
0.0366,0.0688,1.0305
0.0361,0.0649,1.0366
0.0396,0.0579,1.0396
0.0486,0.0618,1.0266
0.0435,0.0640,1.0303
0.0352,0.0667,1.0359
0.0388,0.0667,1.0378
